timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,all_vwap,sigma,all_vwmp (upper)
2021-02-24 16:45:00,0.13,49625.57,49704.96,49518.0,49653.17,113.02,5608298.292791151,49624.07,45.03,49647.91
2021-02-24 16:50:00,0.16,49670.29,49830.61,49462.0,49600.4,131.88,6553641.871657125,49692.89,88.8,49660.0
2021-02-24 16:55:00,0.18,49600.0,49635.5,49298.688164,49330.0,150.35,7434810.108605563,49449.44,83.69,49426.2
2021-02-24 17:00:00,0.13,49371.49,49668.22,49313.0,49643.79,129.82,6425345.139877281,49492.74,93.71,49521.8
2021-02-24 17:05:00,0.23,49647.44,50005.2,49512.81255633,49971.0,223.83,11147635.866624584,49803.07,131.0,49690.11
2021-02-24 17:10:00,0.15,49950.17,50016.49,49710.0,49787.34,171.0,8527073.968702896,49866.67,65.74,49901.9
2021-02-24 17:15:00,0.13,49756.0,49940.32,49754.0,49898.5,132.43,6602500.537543038,49857.79,31.49,49908.5
2021-02-24 17:20:00,0.13,49888.8,49983.28,49815.0,49920.02,127.68,6370607.456489873,49894.71,32.85,49878.43
2021-02-24 17:25:00,0.14,49935.46,49935.46,49700.0,49738.96,153.77,7661100.845477543,49821.6,50.29,49779.5
2021-02-24 17:30:00,0.16,49744.8,49923.24,49611.0,49701.95,140.65,6994491.128841314,49729.66,67.37,49834.9
2021-02-24 17:35:00,0.13,49719.98,49877.48,49629.0,49774.96,178.02,8852317.54254962,49725.31,55.68,49700.0
2021-02-24 17:40:00,0.12,49774.96,49948.2,49720.84783182,49901.88,114.17,5692178.046981128,49855.48,47.84,49760.5
2021-02-24 17:45:00,0.1,49900.43,49939.83,49764.0,49819.12,135.97,6777831.975185304,49848.52,36.13,49812.9
2021-02-24 17:50:00,0.1,49819.12,49903.75,49775.0,49886.35,116.87,5825153.300984851,49841.57,19.22,49827.6
